description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2
SVR,0.2691376310133169,24.647706122257798,834.9574394310282,1.2203450202941895,0.2423482656478882,-78.15366608252192,-24.5061437295931,-824.1028858522365,-23.51302999547259,-28.68573218311854,0.2577766001847711
KNeighborsRegressor,0.23890446058767,23.318526785714287,869.4966517857143,0.01476430892944336,0.03187105655670166,-84.02,-23.320283400809714,-844.7594552815605,-20.01,-29.01664413893416,0.23772771454102282
DecisionTreeRegressor,-0.2825080042832213,29.471540178571427,1465.1727120535713,1.745633888244629,0.006916713714599609,-106.5,-29.808759661391242,-1471.5263663967612,-24.05,-38.210578152466866,-0.3260436093814514
BaggingRegressor,0.30997445816231994,22.777362351190476,788.3043155629961,10.490608978271485,0.010353374481201171,-76.39000000000001,-22.435643687452895,-758.2883722399947,-20.013333333333332,-27.485410471579012,0.31651385392862
RandomForestRegressor,0.37063134327855407,21.9772421875,719.0082078009673,109.63691866397858,0.020018768310546876,-74.35133333333333,-21.517162409465534,-689.2308723274662,-19.011999999999997,-26.21370082791418,0.37917201619032326
AdaBoostRegressor,0.2606619607275451,25.117074319738684,844.6402802223545,19.714786052703857,0.014794468879699707,-72.01145075455396,-23.775030078874888,-767.501701995208,-23.808363034730743,-27.687202394091155,0.3085640998284861
GradientBoostingRegressor,0.37942430433241825,21.409545208942596,708.9628852367061,54.20545747280121,0.007819700241088866,-77.21693034710464,-20.77393007128763,-665.8867625182976,-17.39563010557864,-25.77200977181868,0.399931494496215
NuSVR,0.217912102628251,26.15156762263071,893.4789037023339,1.3144842624664306,0.10530571937561035,-76.18619758033469,-25.824127843321172,-878.8941568751482,-26.360917639656186,-29.631989864825538,0.20829216743125087
LinearSVR,0.28484404461107027,24.15198119910415,817.0139969489543,0.042398810386657715,0.007044196128845215,-81.85265197282675,-24.01142708148806,-807.8816134217022,-23.007756038746788,-28.39417066631605,0.27232008248622025
SGDRegressor,0.3874819055563906,21.38167733961763,699.7576581359428,3.9598726987838746,0.006919431686401367,-79.96161919354695,-21.170484784093386,-676.6585587410913,-19.07924010904633,-25.97248201261369,0.3901049431790865
