description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2
SVR,0.11279638684663251,27.447732453928154,1013.5660125990009,1.1504046201705933,0.22245025634765625,-77.03673362118633,-27.08222217548544,-988.6123545648443,-26.40754501553389,-31.432009901963845,0.10941949128415329
KNeighborsRegressor,-0.18037475635243094,32.159375,1348.4928571428572,0.009911656379699707,0.027177262306213378,-82.2,-31.522620997423626,-1322.0158420132498,-31.089999999999996,-36.347524372014824,-0.19286699583632747
DecisionTreeRegressor,-0.7746321207901272,36.027901785714285,2027.388950892857,0.2774403810501099,0.005029845237731934,-108.2,-35.464876242178875,-1947.209548675009,-30.7,-44.07600914869822,-0.7550025963157433
BaggingRegressor,0.05375331051934584,28.122356770833335,1081.0184604445683,0.49853057861328126,0.14205787181854249,-80.38,-27.158267087627287,-1030.194768781572,-25.855,-32.08314939432176,0.07167134927788978
RandomForestRegressor,0.13559127426875184,27.220382334183675,987.5245010344097,2.5208058834075926,0.04747660160064697,-75.80699999999999,-26.559832901528296,-952.7230496842652,-25.8505,-30.852666301818324,0.1418457099500186
AdaBoostRegressor,0.10204633338298819,28.280097742865127,1025.8471718084918,1.9311086893081666,0.009219527244567871,-73.49271292129923,-27.724181347336565,-1000.3439800635821,-27.536950330700126,-31.617387407324422,0.09852055441063805
GradientBoostingRegressor,0.1305791511666966,27.082038089821385,993.2504894680561,4.410519099235534,0.004935336112976074,-77.20871914656843,-26.31311975075473,-958.6829329108559,-24.949213444080115,-30.946292414205203,0.13637484388610818
NuSVR,0.10023104956896867,28.302508837327707,1027.9210023811286,0.5419377565383912,0.07312405109405518,-75.74187466000895,-27.631346855707143,-997.1960061151183,-28.134721837456738,-31.56912832672092,0.1016059051855334
LinearSVR,-2.455975273523773,46.16529529372503,3948.201997482968,1.1922764539718629,0.005055832862854004,-303.7819361673121,-47.660546514944095,-4147.003598729578,-38.40041387990205,-63.90055493769027,-2.7513743285960857
SGDRegressor,-2.118710126649465e+25,117962634117950.17,2.4204732071464195e+28,0.21034572124481202,0.004482841491699219,-662453635181437.2,-137430635835049.8,-3.2652667595002407e+28,-108270723449933.62,-180079961012157.4,-2.941278780974175e+25
