description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2
SVR,0.12589588464581214,26.829399318374453,998.6007830231509,0.5398102045059204,0.13338830471038818,-76.03846478634689,-26.546024688436052,-970.9290987431945,-25.14052946494548,-31.14247606808366,0.1257330012610717
KNeighborsRegressor,-0.15402348811037414,30.326562499999998,1318.3884375,0.007767987251281738,0.02589747905731201,-88.29999999999998,-30.087430069930072,-1287.0654608023556,-27.98,-35.860237821748946,-0.16006586133235193
DecisionTreeRegressor,-0.7189105007163843,35.840401785714285,1963.7310267857142,0.6243494033813477,0.0037758588790893556,-109.8,-35.41447483437615,-1909.7947650211631,-30.425,-43.661934702990436,-0.7226661665684653
BaggingRegressor,0.05696977296103711,28.054575892857144,1077.3438845486112,0.8545066595077515,0.042442154884338376,-80.84,-27.756811380505457,-1066.2011080821626,-26.25,-32.642132495960325,0.03881970011270108
RandomForestRegressor,0.111295478154681,27.720495987457486,1015.2806923135813,6.295692205429077,0.05051929950714111,-73.52206666666669,-26.96927504633524,-978.7227780711997,-26.55108333333333,-31.27069052265137,0.11818718928307961
AdaBoostRegressor,0.07064022402591597,28.871660191844345,1061.7263821277054,6.573892998695373,0.009298419952392578,-75.76152114859244,-27.82403576579774,-1012.6795730828129,-28.526771004930275,-31.809471631214706,0.08780152967695935
GradientBoostingRegressor,0.09136047334976383,27.911093664320187,1038.0549946627864,19.434687089920043,0.004117536544799805,-76.98787880962534,-27.426164118562145,-1020.4461346272761,-26.59155314743826,-31.92491528547414,0.08097343398478127
NuSVR,0.11944042078943828,27.83342685158991,1005.9756839628868,0.39498724937438967,0.04938263893127441,-74.10768063684472,-27.249898800618308,-977.4630422981102,-27.454406588113272,-31.252059411323906,0.11958158613953333
LinearSVR,-4.027483496854187,60.2646994551662,5743.53657465652,2.0694395542144775,0.005154156684875488,-255.78127661572415,-57.38232148229084,-5599.232788967476,-49.72633512823362,-72.43951796029357,-4.068991550081024
SGDRegressor,-1.523883897252687e+31,1.0100329191053502e+17,1.7409272262907592e+34,0.2003399610519409,0.004157757759094239,-9.016345378555982e+17,-3.066261766515444e+17,-1.4623933304264186e+35,-2.7948924163298442e+17,-3.4862352497603706e+17,-1.346591441386037e+32
