description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2
SVR,0.16420751052973714,25.9250923002121,954.8325191120774,0.6105497598648071,0.1268008232116699,-77.12783085157369,-25.813964404088175,-939.2024574728491,-23.967473462153215,-30.633828256616432,0.15384924724487123
KNeighborsRegressor,-0.07313235241238591,29.269642857142856,1225.976160714286,0.008470582962036132,0.026619148254394532,-84.12,-29.43641102318734,-1233.5930484909827,-27.49,-35.11009609494116,-0.1133036782244321
DecisionTreeRegressor,-0.5636824986196536,33.37890625,1786.394252232143,0.617341685295105,0.004231882095336914,-111.2,-35.36556174089069,-1942.9361681082078,-30.3,-44.041793071622855,-0.7501965756773477
BaggingRegressor,0.07811900979179587,27.60788318452381,1053.182409858631,0.859457540512085,0.037916946411132815,-82.15,-27.47657123359097,-1047.3471437754058,-26.2,-32.34740139680144,0.0563371832159016
RandomForestRegressor,0.1462519407207986,27.038443120216836,975.3454600259494,6.7166523933410645,0.04104273319244385,-75.65075,-26.651406310484113,-959.5773469212221,-26.2015,-30.965167032690537,0.13534488859454555
AdaBoostRegressor,0.1213377334312098,28.028643514611485,1003.80814138251,6.912565994262695,0.009547972679138183,-72.65115962291567,-27.616015154744865,-991.5295641067336,-27.501140939387405,-31.47850690074812,0.10631467201212264
GradientBoostingRegressor,0.11873354337202247,27.308133974635716,1006.7832403284655,20.227626180648805,0.0046199321746826175,-77.26563795915804,-26.849873911851308,-992.7945741015476,-25.888895688830196,-31.492212336952957,0.10518649046563851
NuSVR,0.14877474136905866,27.261859352587862,972.4633426002204,0.3837949514389038,0.050982880592346194,-74.99774563895967,-26.82015420913665,-953.2908662588994,-26.89030460326928,-30.86619324636634,0.14111669010114344
LinearSVR,-5.819240165235389,69.91747630481184,7790.489083634714,2.152650022506714,0.004511809349060059,-200.68692009396858,-51.73371001174998,-4370.947928571673,-43.506274477474534,-65.14052344462075,-2.962810335803599
SGDRegressor,-8.880586509638169e+30,8.945739292259498e+16,1.0145428315065326e+34,0.23018219470977783,0.004158544540405274,-2.751208179720723e+17,-9.524490165638034e+16,-1.3928216861852942e+34,-8.864116622440984e+16,-1.0796377088872075e+17,-1.2655782163371e+31
