description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.6888542104315467,0.6779613684444347,0.6876735824333944,0.6888542104315467,537.1107206344604,148.07943320274353,0.67447004997103,0.6856591639871382,0.6828661656031856,0.6856591639871382
KNN,0.6409579256947362,0.6352676898291446,0.635476325564266,0.6409579256947362,0.15977153778076172,12.835706949234009,0.640589505554608,0.6450675241157555,0.6399099559977646,0.6450675241157555
GausianNB,0.5910209471220215,0.5723986796938895,0.5776655984513533,0.5910209471220215,0.41362872123718264,0.0934835433959961,0.5729109171895852,0.5902765273311897,0.5757676154931917,0.5902765273311897
DT,0.5836984574755417,0.5839335128238733,0.5841835300468908,0.5836984574755417,62.24922113418579,0.029355287551879883,0.5885809162610585,0.5879356913183279,0.5893360077271076,0.5879356913183279
bagging,0.6261328851809616,0.6095513093242357,0.6180548732534805,0.6261328851809616,421.13091764450076,0.260926628112793,0.6201751143371436,0.6358585209003216,0.6275457989876021,0.6358585209003216
RF,0.6620250885301002,0.6445996221182971,0.6605300448084858,0.6620250885301002,122.69454789161682,0.48215374946594236,0.6496651688418337,0.6659292604501609,0.6626362328736648,0.6659292604501609
Adaboost,0.635255987035592,0.6228833528234622,0.6282102701203854,0.635255987035592,239.47989411354064,0.4761952877044678,0.6290104419376352,0.6388167202572348,0.6312661678355761,0.6388167202572348
GradientBoostingClassifier,0.6565032110917712,0.6389270872674678,0.6539636380303202,0.6565032110917712,1212.5214876174928,0.09987168312072754,0.6481530858937157,0.6645659163987139,0.6610574495022332,0.6645659163987139
NuSVC,0.7010383530400336,0.6989049153303553,0.6985901995842676,0.7010383530400336,2552.0226323127745,120.85359597206116,0.69946465376498,0.7011446945337619,0.6988724481199435,0.701144694533762
LinearSVC,0.6733089250345118,0.6649065211402099,0.6693772739954984,0.6733089250345118,8.071535348892212,0.02128605842590332,0.6700545035010481,0.6784565916398714,0.6739828086685847,0.6784565916398714
SGDClassifier,0.6410179461016746,0.5970530973645534,0.6537998052222262,0.6410179461016746,1.4666353225708009,0.020981740951538087,0.6181871670842267,0.6504180064308682,0.6565591600035259,0.6504180064308682
