description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.7600984334673789,0.7561826901405343,0.7598206596885769,0.7600984334673789,1239.9376338958741,197.41865615844728,0.747163027395157,0.7509967845659163,0.7495636776047476,0.7509967845659163
KNN,0.6998979653082048,0.6972341375462203,0.6971791388599647,0.6998979653082048,0.18242502212524414,12.384617233276368,0.6948221791586568,0.6969774919614148,0.694287019309464,0.6969774919614148
GausianNB,0.6562631294640178,0.6532383432756558,0.6526033296460299,0.6562631294640178,0.4579049587249756,0.09780168533325195,0.6550524541552191,0.6570032154340837,0.6541600992508048,0.6570032154340837
DT,0.6044054978692756,0.604012764907423,0.6036623695761194,0.6044054978692756,57.06979494094848,0.027793169021606445,0.601128112127398,0.6004630225080386,0.6019398208615238,0.6004630225080386
bagging,0.6658063741672169,0.651374031934149,0.6633205252482745,0.6658063741672169,411.4266373634338,0.21559934616088866,0.6520402243916734,0.6658263665594856,0.6613956595441062,0.6658263665594856
RF,0.6948562511253826,0.6803593545034381,0.6978035107776747,0.6948562511253826,111.67956399917603,0.4556910514831543,0.6808123844267768,0.6946623794212219,0.695014277765061,0.6946623794212219
Adaboost,0.6807514554948683,0.6729346575447647,0.677268144630721,0.6807514554948683,185.58843655586242,0.45261611938476565,0.6731588894370508,0.6802057877813505,0.6757349191772549,0.6802057877813505
GradientBoostingClassifier,0.7059000060020407,0.6935459540882843,0.708692831646313,0.7059000060020407,988.0154709339142,0.09010424613952636,0.6907523398078499,0.7026366559485531,0.7026767328601023,0.7026366559485531
NuSVC,0.7610587599783927,0.7589194454556458,0.7596890394922504,0.7610587599783927,2865.7112955093385,183.2188530921936,0.7495558550352943,0.7514340836012862,0.749664649445596,0.7514340836012862
LinearSVC,0.7339895564491927,0.7304434851714546,0.7321913070038015,0.7339895564491927,31.141113424301146,0.030373287200927735,0.724017169810238,0.7271511254019292,0.7246506046749536,0.7271511254019292
SGDClassifier,0.7324290258687954,0.7321326117652956,0.7319006056061695,0.7324290258687954,1.8574183940887452,0.030217456817626952,0.7152243386398499,0.7233183279742766,0.7255130751714832,0.7233183279742766
