description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.7504951683572415,0.7454891927894469,0.7506698435563797,0.7504951683572415,1386.3410207271577,220.85104656219482,0.7399804444066737,0.7448488745980708,0.7437437511084982,0.7448488745980708
KNN,0.6867534961887042,0.6831956861709308,0.6834420913307694,0.6867534961887042,0.13790040016174315,12.19626145362854,0.6785887071471943,0.6816205787781351,0.6781283174853004,0.6816205787781351
GausianNB,0.6315947422123522,0.6299423414013989,0.6290179647717011,0.6315947422123522,0.3483081817626953,0.08227815628051757,0.6376574110975772,0.638379421221865,0.6372058584083838,0.638379421221865
DT,0.5927015185162955,0.5924601706696155,0.592234041388377,0.5927015185162955,59.15711069107056,0.025091791152954103,0.5934382074279778,0.5932347266881028,0.5937137283110883,0.5932347266881028
bagging,0.6549426805113738,0.6386248243481907,0.651500922462974,0.6549426805113738,424.86728434562684,0.2247316837310791,0.6417085701142567,0.656257234726688,0.6506212149720465,0.656257234726688
RF,0.6829121901446492,0.6678379550378855,0.6839659811144928,0.6829121901446492,115.26633629798889,0.37372393608093263,0.6749567292290145,0.6890803858520901,0.6886521381745766,0.6890803858520901
Adaboost,0.6676069863753676,0.6582016999786573,0.6634105877787985,0.6676069863753676,229.7231716156006,0.43779549598693845,0.6539631813452662,0.6624308681672025,0.6567564831604924,0.6624308681672025
GradientBoostingClassifier,0.6903547206050057,0.6753233263280578,0.6929010716772804,0.6903547206050057,1190.1725199699401,0.10133199691772461,0.6754950454311448,0.689491961414791,0.6890396768015613,0.689491961414791
NuSVC,0.7513354540543785,0.7488597245152556,0.7497944538776169,0.7513354540543785,3874.4206644535066,216.85152831077576,0.7442779240596681,0.7464694533762057,0.7445937949675923,0.7464694533762057
LinearSVC,0.7260668627333293,0.7219503036054791,0.7241357102497811,0.7260668627333293,57.2417528629303,0.027138471603393555,0.7162204907934718,0.7196655948553055,0.7169175424754801,0.7196655948553055
SGDClassifier,0.724506332152932,0.7219929415064327,0.7223175349422015,0.724506332152932,1.9769477367401123,0.026974248886108398,0.7114462472474394,0.7166559485530546,0.7149512673880887,0.7166559485530546
