description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.7578776784106597,0.7539210698316731,0.7575059159030322,0.7578776784106597,1393.6843702793121,211.47325496673585,0.7476135421923489,0.751202572347267,0.7496482441680844,0.751202572347267
KNN,0.6994178020526979,0.6969414096467025,0.6967703164730393,0.6994178020526979,0.14049916267395018,12.31215043067932,0.6903826327930538,0.6925273311897107,0.6897901221555027,0.6925273311897107
GausianNB,0.6512214152811956,0.6487725372786755,0.647952091353621,0.6512214152811956,0.35274686813354494,0.08307290077209473,0.6526566908521412,0.6542250803858521,0.6518342299487091,0.6542250803858521
DT,0.6100474161214813,0.6093169937670069,0.6087296306088397,0.6100474161214813,59.64533700942993,0.02524247169494629,0.6041411771996927,0.6037299035369774,0.6046273628565091,0.6037299035369774
bagging,0.6604045375427645,0.6452508143492318,0.6573795813362387,0.6604045375427645,440.78250722885133,0.22359580993652345,0.6537533202410801,0.6678842443729904,0.6639176615661695,0.6678842443729904
RF,0.6961166796710881,0.6813841662678792,0.6995846464568006,0.6961166796710881,114.76464042663574,0.36480188369750977,0.6836990110616249,0.6975434083601286,0.698473400055289,0.6975434083601286
Adaboost,0.681891843226697,0.6741388980762119,0.6784797110023196,0.681891843226697,228.12669396400452,0.4378499984741211,0.6742472902449355,0.6813890675241157,0.676998617975821,0.6813890675241157
GradientBoostingClassifier,0.705779965188164,0.6941502873550557,0.7077671238161823,0.705779965188164,1180.0552844524384,0.11587920188903808,0.6948521242590591,0.7063922829581994,0.706753957413618,0.7063922829581994
NuSVC,0.759618270211872,0.7574214884565152,0.7582268434585382,0.759618270211872,3665.0328122138976,225.33982772827147,0.7498371727652802,0.751742765273312,0.7499412204064048,0.751742765273312
LinearSVC,0.7325490666826721,0.7291707408506886,0.7306445123088722,0.7325490666826721,32.042568874359134,0.03419260978698731,0.7248974568234943,0.7279742765273312,0.725488572748063,0.7279742765273312
SGDClassifier,0.729187923894124,0.7218873164952845,0.7298173746544873,0.729187923894124,2.1072545528411863,0.03399600982666016,0.7149677105555657,0.7230096463022508,0.7239295014819698,0.7230096463022508
