description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.6316547626192905,0.6050201524024421,0.6271494832723925,0.6316547626192905,679.1993092060089,150.53059339523315,0.6201453526730073,0.6445273311897106,0.6400544034315729,0.6445273311897106
KNN,0.5694736210311506,0.5621818276269919,0.5605340029044001,0.5694736210311506,0.1406148910522461,7.2067015171051025,0.5639539158576568,0.5707781350482316,0.5619644109221698,0.5707781350482316
GausianNB,0.5678530700438149,0.5488813083355257,0.5513549190239238,0.5678530700438149,0.3938301563262939,0.08964409828186035,0.5662873419426909,0.5829453376205789,0.5681060560926524,0.5829453376205789
DT,0.5584298661544925,0.5580281683334587,0.5576592628497729,0.5584298661544925,26.407719755172728,0.025173473358154296,0.5621811638991151,0.5616720257234726,0.5628525105572569,0.5616720257234726
bagging,0.5943220695036312,0.5736956776053487,0.5809437065084128,0.5943220695036312,167.6126965045929,0.14014158248901368,0.575882907083338,0.595266881028939,0.5807036032373116,0.595266881028939
RF,0.6025448652541864,0.570726849627669,0.5901777543861588,0.6025448652541864,68.81080117225648,0.32803592681884763,0.5889062238426275,0.6180578778135049,0.6072916128115157,0.6180578778135049
Adaboost,0.611007742632495,0.5944734536106356,0.6008049353914561,0.611007742632495,94.33102040290832,0.30007095336914064,0.605275315737895,0.6190868167202572,0.6090774200217208,0.6190868167202572
GradientBoostingClassifier,0.6248124362283176,0.6036388661780154,0.6170105271290138,0.6248124362283176,480.915033197403,0.059998512268066406,0.6161654737129834,0.6343151125401929,0.6259699796489395,0.6343151125401929
NuSVC,0.6333353340135646,0.630007198165965,0.629092329674844,0.6333353340135646,4045.766326522827,81.01924095153808,0.6305016507298753,0.633209003215434,0.6293518024742503,0.6332090032154342
LinearSVC,0.6251125382630094,0.6122870693874285,0.6169879035709757,0.6251125382630094,40.959227895736696,0.016499900817871095,0.6238061084892181,0.6342379421221864,0.6262238736680228,0.6342379421221864
SGDClassifier,0.6063861712982413,0.5321026379669545,0.6143550992327693,0.6063861712982413,1.7052925109863282,0.016431808471679688,0.6217828487277071,0.6363729903536978,0.6310142585105184,0.6363729903536978
